;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;659383626;TJPE82694202109291632903709474;7d9b9bbf96e62e839b382c6a3efff432369e8f4928766fbdcf9f66d9133313ec;7;1632903709482;;0;0;0;TJPE;JE;;2021/TJPE/09/JE/TJPE82694202109291632903709474;False;2021-09-29 05:21:49.482;Erro no arquivo
1;659383608;TJPE62080202109291632903707081;cb3698223605abd7a28200945ad3949efa2a2770804398ab9997a7363a5c1409;7;1632903707089;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE62080202109291632903707081;False;2021-09-29 05:21:47.089;Erro no arquivo
2;659383601;TJPE70995202109291632903705242;e62b82ae254d084fccf9c7415e9e4e59100109c429cf293273ae90816513f645;7;1632903705252;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE70995202109291632903705242;False;2021-09-29 05:21:45.252;Erro no arquivo
3;659383589;TJPE76768202109291632903703403;e00ea5a14463fdd4ed0f6a7bbd1e34b9e69662e9bb0dc0e848b016015168f3cf;7;1632903703409;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE76768202109291632903703403;False;2021-09-29 05:21:43.409;Erro no arquivo
4;659383574;TJPE50297202109291632903701732;6f29fe0fb9dd88d2fdd4a132e0915128cd5f98d189f2c1544738e3c5e60da21f;7;1632903701745;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE50297202109291632903701732;False;2021-09-29 05:21:41.745;Erro no arquivo
5;659383562;TJPE21591202109291632903699822;90447eb514418f1545b00ba42e6780ebf01a7b8b8e97fecf36bbb2a39ca6177c;7;1632903699833;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE21591202109291632903699822;False;2021-09-29 05:21:39.833;Erro no arquivo
6;659383553;TJPE71835202109291632903697977;d30f896985b615669480e8e8df2da2df858c320674277bdbfa21ff114bcf9c92;7;1632903697992;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE71835202109291632903697977;False;2021-09-29 05:21:37.992;Erro no arquivo
7;659383497;TJPE41033202109291632903687664;4ee8596358a17b8db20b57be1905a006e340c9f16bc9373f68c3a0527282fcaa;7;1632903687679;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE41033202109291632903687664;False;2021-09-29 05:21:27.679;Erro no arquivo
8;659383479;TJPE52933202109291632903684150;a13bf2e3cb0981a07dcdfb63b0015edcb71c9fd66c4369040f916bb5d4eebd09;7;1632903684158;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE52933202109291632903684150;False;2021-09-29 05:21:24.158;Erro no arquivo
9;659383434;TJPE77680202109291632903677330;717a634c090cc7e419156ce49ff9dcb96b8d9dc9043091aec2d21313d1b435c1;7;1632903677339;;0;0;0;TJPE;G1;;2021/TJPE/09/G1/TJPE77680202109291632903677330;False;2021-09-29 05:21:17.339;Erro no arquivo
