;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;887073484;TJPE22257202206111654936313968;e23c90f378143ccfc4d3994cf27b1fd36d7721dd4e594a36a122143cf78da6ef;3;1654936313981;;100;100;0;TJPE;G1;1786178.0;2022/TJPE/06/G1/TJPE22257202206111654936313968;False;2022-06-11 05:31:53.981;Processado com sucesso
1;887073478;TJPE74313202206111654936311074;10b8c4df7ded387630544ed18234907a1e7804a80be181a9c65f233b68c7f922;3;1654936311096;;100;100;0;TJPE;G1;1251007.0;2022/TJPE/06/G1/TJPE74313202206111654936311074;False;2022-06-11 05:31:51.096;Processado com sucesso
2;887073473;TJPE24566202206111654936308291;ca792321104e40175d0f4fbf6b98ef0e0bd040a379a32bec90aa26332caf48b1;3;1654936308311;;100;100;0;TJPE;G1;1080545.0;2022/TJPE/06/G1/TJPE24566202206111654936308291;False;2022-06-11 05:31:48.311;Processado com sucesso
3;887073469;TJPE22782202206111654936306293;f603f1ca4ba9bebbde20ee10e0a9ff828f4fade6e51c53d978870136b02b7bad;3;1654936306316;;100;100;0;TJPE;G1;1293509.0;2022/TJPE/06/G1/TJPE22782202206111654936306293;False;2022-06-11 05:31:46.316;Processado com sucesso
4;887073466;TJPE31862202206111654936303408;1743e5603d1943d9262197073f1de66f70da71162c01c9917ac50567934427ef;3;1654936303432;;100;100;0;TJPE;G1;1299160.0;2022/TJPE/06/G1/TJPE31862202206111654936303408;False;2022-06-11 05:31:43.432;Processado com sucesso
5;887073461;TJPE60530202206111654936300567;f0398b26a5e9f1c9f9ad743eb3c7c28b8644e901cac40a563548f4ad2bce707e;3;1654936300587;;99;99;0;TJPE;G1;1098163.0;2022/TJPE/06/G1/TJPE60530202206111654936300567;False;2022-06-11 05:31:40.587;Processado com sucesso
6;887073458;TJPE56160202206111654936298437;9df353f8b2fba45baeea975804c5bf76d0e47eea4433743bd02e1b64d5703a27;3;1654936298461;;100;100;0;TJPE;G1;1320205.0;2022/TJPE/06/G1/TJPE56160202206111654936298437;False;2022-06-11 05:31:38.461;Processado com sucesso
7;887073452;TJPE40263202206111654936295667;44b308c9a17c1b707e85b74abccb78786f55992813cec66990d4bf273b472099;3;1654936295678;;100;100;0;TJPE;G1;1198552.0;2022/TJPE/06/G1/TJPE40263202206111654936295667;False;2022-06-11 05:31:35.678;Processado com sucesso
8;887073446;TJPE74929202206111654936292979;c2e7ad56ac5c9b68f63c81c620c626970eeabfa82ce1826f4d75b4dc8ea840ae;3;1654936292984;;100;100;0;TJPE;G1;608534.0;2022/TJPE/06/G1/TJPE74929202206111654936292979;False;2022-06-11 05:31:32.984;Processado com sucesso
9;887073443;TJPE94137202206111654936291528;3fe294e437122478fb57b2dc6d7995de4c118b1e84c9d710a20469c01eaad94a;3;1654936291541;;100;100;0;TJPE;G1;1411118.0;2022/TJPE/06/G1/TJPE94137202206111654936291528;False;2022-06-11 05:31:31.541;Processado com sucesso
10;887073437;TJPE48871202206111654936288829;ee4a582319433b2ef877263f2e681cca384158349df67c408465891cfb169523;3;1654936288839;;100;100;0;TJPE;G1;1184923.0;2022/TJPE/06/G1/TJPE48871202206111654936288829;False;2022-06-11 05:31:28.839;Processado com sucesso
11;887073433;TJPE25900202206111654936286822;68cb34b290e75dea5ee52e6a8f7e69e0a2995f2c89685b9ad30688095b22139f;3;1654936286831;;100;100;0;TJPE;G1;501061.0;2022/TJPE/06/G1/TJPE25900202206111654936286822;False;2022-06-11 05:31:26.831;Processado com sucesso
