;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;1364299012;TJPE95552202308081691530510863;d7753fa119f636c8432623e4fe11cd255a077d932a81940120b8eeaa87b27096;3;1691530510888;;100;100;0;TJPE;G2;2133505;2023/TJPE/08/G2/TJPE95552202308081691530510863;False;2023-08-08 18:35:10.888;Processado com sucesso
1;1364299011;TJPE89944202308081691530507536;f5aa7e5a2d80ae72de5c051d92b185a3c55eba7649d229956cd20d986bd563d0;3;1691530507581;;100;100;0;TJPE;G2;4528483;2023/TJPE/08/G2/TJPE89944202308081691530507536;False;2023-08-08 18:35:07.581;Processado com sucesso
2;1364299010;TJPE65968202308081691530500891;a50ebe6aae2336e7f48b57f20e7f1fc071e682cd368411d6de0ce96ffc640eb8;3;1691530500920;;100;100;0;TJPE;G2;3103354;2023/TJPE/08/G2/TJPE65968202308081691530500891;False;2023-08-08 18:35:00.920;Processado com sucesso
3;1364299004;TJPE99332202308081691530496075;a2bd13d0c592237535d1da67bd45dce920ddc1460e01cf54684b1fd458ca70f6;3;1691530496104;;100;100;0;TJPE;G2;2303901;2023/TJPE/08/G2/TJPE99332202308081691530496075;False;2023-08-08 18:34:56.104;Processado com sucesso
4;1364298943;TJPE39549202308081691530492578;73cd5547149c55f9b876756029b80168cc8cdeef837f6e49a3d89366678af4fc;3;1691530492601;;100;100;0;TJPE;G2;2373344;2023/TJPE/08/G2/TJPE39549202308081691530492578;False;2023-08-08 18:34:52.601;Processado com sucesso
5;1364298942;TJPE55025202308081691530488982;a49ff716b6e94ed51858a8844b2e6447bd158b5634b3b58b29ccda9a185f786d;3;1691530489020;;100;100;0;TJPE;G2;2992079;2023/TJPE/08/G2/TJPE55025202308081691530488982;False;2023-08-08 18:34:49.020;Processado com sucesso
6;1364298941;TJPE74425202308081691530484641;ca986f169ec058df7b3fa80a806dd43dc74e91ef22a55eea41dabace5ede3807;3;1691530484707;;100;100;0;TJPE;G2;7539524;2023/TJPE/08/G2/TJPE74425202308081691530484641;False;2023-08-08 18:34:44.707;Processado com sucesso
7;1364298878;TJPE88748202308081691530430839;a0c983e3645597bb6a361f0874e74573d9765406d0b01dcf6a3dbb79da885e98;3;1691530430930;;100;100;0;TJPE;G2;7018871;2023/TJPE/08/G2/TJPE88748202308081691530430839;False;2023-08-08 18:33:50.930;Processado com sucesso
8;1364298877;TJPE87921202308081691530422025;2d5397a852d21fe3889e95a22bf499e2b2c6fcacd07951e6400c44a6a556aa85;3;1691530422036;;36;36;0;TJPE;G2;1089788;2023/TJPE/08/G2/TJPE87921202308081691530422025;False;2023-08-08 18:33:42.036;Processado com sucesso
9;1364298876;TJPE92429202308081691530419973;c31bffc2ccf14e4233ce729bf0b73a0f5624eecd0c6582d425f23f178dd01172;3;1691530420017;;100;100;0;TJPE;G2;4502783;2023/TJPE/08/G2/TJPE92429202308081691530419973;False;2023-08-08 18:33:40.017;Processado com sucesso
10;1364298875;TJPE17341202308081691530413968;c2f7ee73a006ea491329e3afe6530bbd2ed880195740c3d977bc7c5fde6c2072;3;1691530414018;;100;100;0;TJPE;G2;5461971;2023/TJPE/08/G2/TJPE17341202308081691530413968;False;2023-08-08 18:33:34.018;Processado com sucesso
11;1364298874;TJPE76894202308081691530403596;d3f7f78eb63b8daacdca072c6bcdd86960a0e64ef9dab44aed5ee66dc2ba73aa;3;1691530403604;;46;46;0;TJPE;G2;784805;2023/TJPE/08/G2/TJPE76894202308081691530403596;False;2023-08-08 18:33:23.604;Processado com sucesso
12;1364298873;TJPE38673202308081691530396429;cbc846e00c510350071fd9aa6f8801d3a92e8ecd7e9b4be48cd75eacf838732f;3;1691530396471;;100;100;0;TJPE;G2;4428268;2023/TJPE/08/G2/TJPE38673202308081691530396429;False;2023-08-08 18:33:16.471;Processado com sucesso
13;1364298872;TJPE65011202308081691530390025;b4095c03c326882da6ed00170cab8057a582502762bad9a87372419f96e29a26;3;1691530390042;;100;100;0;TJPE;G2;1664176;2023/TJPE/08/G2/TJPE65011202308081691530390025;False;2023-08-08 18:33:10.042;Processado com sucesso
14;1364298871;TJPE17276202308081691530383684;162dbb252a3ae1d3e8014e26b6ee27d9c48059d6ce28c8fbe66973b562c2fa86;3;1691530383710;;100;100;0;TJPE;G2;2292308;2023/TJPE/08/G2/TJPE17276202308081691530383684;False;2023-08-08 18:33:03.710;Processado com sucesso
15;1364298870;TJPE29417202308081691530379565;02fa610c57ecf09fae6f3a4ef78fdf8f474bd8d4608f833f101ae39452f68488;3;1691530379602;;100;100;0;TJPE;G2;3111430;2023/TJPE/08/G2/TJPE29417202308081691530379565;False;2023-08-08 18:32:59.602;Processado com sucesso
16;1364298801;TJPE10157202308081691530369557;3254bd14340bf99950c645a336045be81841b61f34dcb183a478b6e265ef4467;3;1691530369592;;100;100;0;TJPE;G2;2700083;2023/TJPE/08/G2/TJPE10157202308081691530369557;False;2023-08-08 18:32:49.592;Processado com sucesso
17;1364298800;TJPE48437202308081691530365646;e036cbda1ae2a2f31f8c024cd8a283b7ceb7e4e6053ffb5e4c6fca47d841eaa4;3;1691530365664;;100;100;0;TJPE;G2;1851892;2023/TJPE/08/G2/TJPE48437202308081691530365646;False;2023-08-08 18:32:45.664;Processado com sucesso
18;1364298799;TJPE28323202308081691530362236;7168b9cde1e531abe673f4bf42f0978c1236a77f719821c91d4bbff11f81976c;3;1691530362242;;46;46;0;TJPE;TR;739140;2023/TJPE/08/TR/TJPE28323202308081691530362236;False;2023-08-08 18:32:42.242;Processado com sucesso
19;1364024370;TJPE82384202308081691503879412;3ad5f9e9676ae98a4d04572143c9aa04b0e14f11d69a8020479ed8099cc21cd5;3;1691503879442;;100;100;0;TJPE;G1;2924969;2023/TJPE/08/G1/TJPE82384202308081691503879412;False;2023-08-08 11:11:19.442;Processado com sucesso
20;1364024343;TJPE84356202308081691503875357;67b33462442b71a53747ade643a92b94bd42bfd9f17c940b226b7c7ab0190bb6;3;1691503875385;;100;100;0;TJPE;G1;2942232;2023/TJPE/08/G1/TJPE84356202308081691503875357;False;2023-08-08 11:11:15.385;Processado com sucesso
21;1364024249;TJPE47234202308081691503870364;5a14d15d34a4e841f9307de8cf279b5c9d54f9a67b52a6f98ea5997abb5b2e58;3;1691503870399;;99;99;0;TJPE;G1;3231762;2023/TJPE/08/G1/TJPE47234202308081691503870364;False;2023-08-08 11:11:10.399;Processado com sucesso
