;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;1193753745;TJPE76469202304081680988886208;b3f2d1321d4d4f87d5f77d3edf0e46503325c0a7bea83bcfc5dffdcb0d9d554d;3;1680988886222;;99;99;0;TJPE;G1;1874096.0;2023/TJPE/04/G1/TJPE76469202304081680988886208;False;2023-04-08 18:21:26.222;Processado com sucesso
1;1193753744;TJPE53702202304081680988882734;97550e19b8e0f1b3d7ad7be841e9ea27652d1103cc35b80d882cf726ddf3c520;3;1680988882750;;100;100;0;TJPE;G1;1387271.0;2023/TJPE/04/G1/TJPE53702202304081680988882734;False;2023-04-08 18:21:22.750;Processado com sucesso
2;1193753743;TJPE16271202304081680988879899;c0389be9e2ba3cab018704aebd61d381f1c898c0a405cafc86549a83c2895ff7;3;1680988879921;;100;100;0;TJPE;G1;1857990.0;2023/TJPE/04/G1/TJPE16271202304081680988879899;False;2023-04-08 18:21:19.921;Processado com sucesso
3;1193753742;TJPE98833202304081680988876495;f03f729f3a5236280d7cb10fd930beb65e0674a4f8ccc616bcc87ba4c41df51e;3;1680988876507;;100;100;0;TJPE;G1;1592291.0;2023/TJPE/04/G1/TJPE98833202304081680988876495;False;2023-04-08 18:21:16.507;Processado com sucesso
4;1193753741;TJPE49125202304081680988873463;a0d047dc9bcaf58738c0e83777f0676bf40e10e9fef7aba02e0d673c30a30487;3;1680988873471;;100;100;0;TJPE;G2;717249.0;2023/TJPE/04/G2/TJPE49125202304081680988873463;False;2023-04-08 18:21:13.471;Processado com sucesso
5;1193753740;TJPE86667202304081680988871336;c7ccf5e36ab8e34b3ae4e179af1f957c420fd1fcd076e7e1b43d51f474a199b3;3;1680988871359;;100;100;0;TJPE;G1;1763779.0;2023/TJPE/04/G1/TJPE86667202304081680988871336;False;2023-04-08 18:21:11.359;Processado com sucesso
6;1193753739;TJPE43204202304081680988866519;4c02b819ffd89092985df97aa01e12269b3e571b931b551b334227cd52bf090a;3;1680988866526;;100;100;0;TJPE;TR;584433.0;2023/TJPE/04/TR/TJPE43204202304081680988866519;False;2023-04-08 18:21:06.526;Processado com sucesso
7;1193753738;TJPE34688202304081680988864589;d64dbdd5a3a59e2e52e36ceba19979e297eff57baf64a2e03ee0c8fa6e1c628a;3;1680988864603;;100;100;0;TJPE;G1;1212787.0;2023/TJPE/04/G1/TJPE34688202304081680988864589;False;2023-04-08 18:21:04.603;Processado com sucesso
8;1193753737;TJPE43910202304081680988861939;1c84f19ebd29a661f2ddd3b4a5faf7730334c04529129f1107dae087bc3af8b1;3;1680988861957;;100;100;0;TJPE;G1;1614063.0;2023/TJPE/04/G1/TJPE43910202304081680988861939;False;2023-04-08 18:21:01.957;Processado com sucesso
9;1193753736;TJPE81907202304081680988846230;1752260bee311e5584b811d5202e81c13e89ae8617f73492835fabc03d580b89;3;1680988846253;;100;100;0;TJPE;G1;2107051.0;2023/TJPE/04/G1/TJPE81907202304081680988846230;False;2023-04-08 18:20:46.253;Processado com sucesso
10;1193753687;TJPE70902202304081680988825833;ed8ccd8885c87ede53e389537bff2f6a49057ea6769765f71db0c21c860b303c;3;1680988825851;;100;100;0;TJPE;G1;1596405.0;2023/TJPE/04/G1/TJPE70902202304081680988825833;False;2023-04-08 18:20:25.851;Processado com sucesso
11;1193753686;TJPE69603202304081680988822740;52bbb0941ca243e1fa32f6ab7081107fe03f6adb49f0cd101a7626407a463380;3;1680988822761;;100;100;0;TJPE;JE;1856703.0;2023/TJPE/04/JE/TJPE69603202304081680988822740;False;2023-04-08 18:20:22.761;Processado com sucesso
12;1193753685;TJPE98508202304081680988819463;d68981d3dd2b7f0d06f0768b215841ea6fd875b6fab85abcdbbb5b26fd432d5f;3;1680988819474;;100;100;0;TJPE;JE;1004184.0;2023/TJPE/04/JE/TJPE98508202304081680988819463;False;2023-04-08 18:20:19.474;Processado com sucesso
13;1193753684;TJPE33260202304081680988817062;2630a0bdc3219e6c546665aa2db23b03e8595fd2c38cbadb581984a09a48af60;3;1680988817098;;100;100;0;TJPE;G1;2975882.0;2023/TJPE/04/G1/TJPE33260202304081680988817062;False;2023-04-08 18:20:17.098;Processado com sucesso
14;1193753683;TJPE78637202304081680988811910;4b64e1b504a0a007a2f054d0ffa6dab275758711948d5eff4c2e8b3e9e3c4111;3;1680988811927;;100;100;0;TJPE;G1;1521939.0;2023/TJPE/04/G1/TJPE78637202304081680988811910;False;2023-04-08 18:20:11.927;Processado com sucesso
15;1193753682;TJPE60593202304081680988808965;5571fd7f509edb27c236108eb444f2ed52405cac9ed3d3edbd844044692d581d;3;1680988808981;;100;100;0;TJPE;G1;1414204.0;2023/TJPE/04/G1/TJPE60593202304081680988808965;False;2023-04-08 18:20:08.981;Processado com sucesso
16;1193753681;TJPE19928202304081680988806125;37a38c06c59c19d4ee26a32b849b828858f06152e196f6424d149dc49e04949b;3;1680988806152;;100;100;0;TJPE;G2;2443368.0;2023/TJPE/04/G2/TJPE19928202304081680988806125;False;2023-04-08 18:20:06.152;Processado com sucesso
17;1193753680;TJPE38768202304081680988802170;b528770d64d5ab19df86b165b85dcf02f546075befb9648154de2d82bb5722fa;3;1680988802181;;100;100;0;TJPE;G1;1456300.0;2023/TJPE/04/G1/TJPE38768202304081680988802170;False;2023-04-08 18:20:02.181;Processado com sucesso
18;1193753679;TJPE12155202304081680988799186;0e73d455795fafaeda54c18b94144a3935c17498da307e5fe33d6fa11610fafd;3;1680988799194;;100;100;0;TJPE;G2;699077.0;2023/TJPE/04/G2/TJPE12155202304081680988799186;False;2023-04-08 18:19:59.194;Processado com sucesso
19;1193753678;TJPE64815202304081680988797187;6e114fd49548e932c7c6e0dc820f200578cf5404c9109642a4296a39d2ca03f4;3;1680988797214;;98;98;0;TJPE;G1;2432708.0;2023/TJPE/04/G1/TJPE64815202304081680988797187;False;2023-04-08 18:19:57.214;Processado com sucesso
20;1193753677;TJPE30179202304081680988792965;af05cd8c9fc339bc599b61f57084384f0e7b651478581b11365956a1548b0f07;3;1680988792984;;99;99;0;TJPE;G1;1701229.0;2023/TJPE/04/G1/TJPE30179202304081680988792965;False;2023-04-08 18:19:52.984;Processado com sucesso
21;1193753674;TJPE37242202304081680988774295;24f691f49050f8a3628ada04792292f14bae1f1bc22930effd6fc6525ad5512f;3;1680988774309;;100;100;0;TJPE;JE;1286696.0;2023/TJPE/04/JE/TJPE37242202304081680988774295;False;2023-04-08 18:19:34.309;Processado com sucesso
22;1193753627;TJPE31536202304081680988761395;02c507b0b23c0b1a1b50507c31e28cb17b0c94426be929112e4da3bc5d79fda1;3;1680988761409;;100;100;0;TJPE;G1;1197861.0;2023/TJPE/04/G1/TJPE31536202304081680988761395;False;2023-04-08 18:19:21.409;Processado com sucesso
23;1193753626;TJPE14151202304081680988758917;9994f04585798c8062c0fc0200ade96b31a3a63c505e86b6b5530eebf60122ab;3;1680988758939;;99;99;0;TJPE;G1;1684425.0;2023/TJPE/04/G1/TJPE14151202304081680988758917;False;2023-04-08 18:19:18.939;Processado com sucesso
24;1193753625;TJPE63024202304081680988755464;2ad46ba05b21466892b19ff7dae812fa782f7e51f15f67e1494aafaf60fe0bf3;3;1680988755482;;99;99;0;TJPE;G1;1580123.0;2023/TJPE/04/G1/TJPE63024202304081680988755464;False;2023-04-08 18:19:15.482;Processado com sucesso
