;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;847147585;TJPE86328202205191652940689355;1faa907f30aed1e06c168c9ab6499890d5afc71810e03ab270be1276a9bd211c;3;1652940689382;;100;100;0;TJPE;G1;1410728;2022/TJPE/05/G1/TJPE86328202205191652940689355;False;2022-05-19 03:11:29.382;Processado com sucesso
1;847147492;TJPE51181202205191652940683491;a1d1d735a34913777ebab22f5151b39fceb2ba91869fc069d7b66045b4e71d01;3;1652940683505;;100;100;0;TJPE;G1;1261210;2022/TJPE/05/G1/TJPE51181202205191652940683491;False;2022-05-19 03:11:23.505;Processado com sucesso
2;847147345;TJPE35945202205191652940680709;e8bdf4e921faeed34e156d13bd944d688206f9710778502b8d1c75f3b769368f;3;1652940680724;;100;100;0;TJPE;G1;1294028;2022/TJPE/05/G1/TJPE35945202205191652940680709;False;2022-05-19 03:11:20.724;Processado com sucesso
3;847147252;TJPE44372202205191652940676580;65c013878197053f37c5209946a7460f1936e193590849ba5d787b6d26e33cd2;3;1652940676605;;86;86;0;TJPE;G1;1331658;2022/TJPE/05/G1/TJPE44372202205191652940676580;False;2022-05-19 03:11:16.605;Processado com sucesso
4;847147200;TJPE19890202205191652940672379;e405f64ace400abcb061f3949bbc3d6d1c7d5a41993bcecb32b0a9a8cf48ef5e;3;1652940672393;;100;100;0;TJPE;G1;1907052;2022/TJPE/05/G1/TJPE19890202205191652940672379;False;2022-05-19 03:11:12.393;Processado com sucesso
5;847146989;TJPE87843202205191652940664953;6c8dedf31328e0ce2677c2cb783fb9619bf24987d2e9707aa2fed11227a6985d;3;1652940664986;;100;100;0;TJPE;G1;1657191;2022/TJPE/05/G1/TJPE87843202205191652940664953;False;2022-05-19 03:11:04.986;Processado com sucesso
6;847146877;TJPE42100202205191652940658826;d8d854fba13531c327f2e7795e4a5302dc053178fd7583be127a4c475cdfea72;3;1652940658848;;100;100;0;TJPE;G1;1214938;2022/TJPE/05/G1/TJPE42100202205191652940658826;False;2022-05-19 03:10:58.848;Processado com sucesso
7;847146788;TJPE49181202205191652940655576;77d2d388765cbb58da8484f8b3f38be07b9955e535900ce962d732904971ef85;3;1652940655601;;100;100;0;TJPE;G1;1256468;2022/TJPE/05/G1/TJPE49181202205191652940655576;False;2022-05-19 03:10:55.601;Processado com sucesso
8;847146693;TJPE19786202205191652940650643;e778335b04f3929a29e4021f1a99ca1fc09059fd10051fe4b0290b2c287cbf2f;3;1652940650661;;100;100;0;TJPE;G1;1498185;2022/TJPE/05/G1/TJPE19786202205191652940650643;False;2022-05-19 03:10:50.661;Processado com sucesso
9;847146595;TJPE34965202205191652940646242;4062e99d0b39d821e0ff8d376010b5acb3a80d4f0375321767fbbd462f136764;3;1652940646270;;86;86;0;TJPE;G1;1447052;2022/TJPE/05/G1/TJPE34965202205191652940646242;False;2022-05-19 03:10:46.270;Processado com sucesso
10;847146492;TJPE54475202205191652940642445;d993fbe4beb0153939023c2a19045053a57f149befaa8aba81f39db474f5c6d6;3;1652940642455;;91;91;0;TJPE;G1;1321506;2022/TJPE/05/G1/TJPE54475202205191652940642445;False;2022-05-19 03:10:42.455;Processado com sucesso
11;847146398;TJPE27717202205191652940639003;a2da154ae77e75875bafcdbff5076acacbc2781ad190ddf9687c169f6e8c02fb;3;1652940639026;;64;64;0;TJPE;G1;1236778;2022/TJPE/05/G1/TJPE27717202205191652940639003;False;2022-05-19 03:10:39.026;Processado com sucesso
12;847146317;TJPE81661202205191652940635062;35d1d3148304163f1418d34015fdeafa5d68bb163a2be11fd3014608294b171c;3;1652940635074;;100;100;0;TJPE;G1;1442982;2022/TJPE/05/G1/TJPE81661202205191652940635062;False;2022-05-19 03:10:35.074;Processado com sucesso
13;847146222;TJPE12755202205191652940632395;e1851b9dd274f1753a1950facfac5e4b5d6d7467783bdc84f10fbbfb63811bcf;3;1652940632406;;100;100;0;TJPE;JE;995333;2022/TJPE/05/JE/TJPE12755202205191652940632395;False;2022-05-19 03:10:32.406;Processado com sucesso
14;847146178;TJPE88553202205191652940630252;19b5399f7e768f9e808435bade33f928c5b4c3a846128b2e7ef8053da023d53a;3;1652940630270;;100;100;0;TJPE;G1;1496291;2022/TJPE/05/G1/TJPE88553202205191652940630252;False;2022-05-19 03:10:30.270;Processado com sucesso
15;847146083;TJPE93238202205191652940626739;5db2b7f8ec12f8aae48eaa85dfa6c94ac3e490661e168a679389b54acb1ca3ba;3;1652940626753;;79;79;0;TJPE;G1;1262463;2022/TJPE/05/G1/TJPE93238202205191652940626739;False;2022-05-19 03:10:26.753;Processado com sucesso
16;847146021;TJPE98566202205191652940622840;d2a9bcae096fc8a924ca16deec9e9810a9303cfcd157561fe8df13c5f55ef851;3;1652940622866;;84;84;0;TJPE;G1;1412067;2022/TJPE/05/G1/TJPE98566202205191652940622840;False;2022-05-19 03:10:22.866;Processado com sucesso
17;847145908;TJPE42219202205191652940618180;2bcfc78c39e88ceab212e295aaf63d9df85a14a19e24716553317d325b99f5de;3;1652940618203;;100;100;0;TJPE;G1;1293792;2022/TJPE/05/G1/TJPE42219202205191652940618180;False;2022-05-19 03:10:18.203;Processado com sucesso
18;847145822;TJPE81761202205191652940615003;358b13f75f64ed78bcd2b047cc7cafd34e4455e8843aae54c315e11d828b3a86;3;1652940615029;;100;100;0;TJPE;G1;1418819;2022/TJPE/05/G1/TJPE81761202205191652940615003;False;2022-05-19 03:10:15.029;Processado com sucesso
