;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;666134413;TJPE98998202110071633624279181;f3a01476ac94d17f9134fecdd97ed362eaab19e38b4b27cc587adc0877fb1e95;3;1633624279186;;67;65;0;TJPE;G1;617069.0;2021/TJPE/10/G1/TJPE98998202110071633624279181;False;2021-10-07 13:31:19.186;Processado com sucesso
1;666134356;TJPE82640202110071633624276796;fa7808118e6eeb981b16563694ae655de6b1decfa27ad044cc9014a1ea61758c;7;1633624276796;;0;0;0;TJPE;G1;;2021/TJPE/10/G1/TJPE82640202110071633624276796;False;2021-10-07 13:31:16.796;Erro no arquivo
2;666134341;TJPE46543202110071633624275675;54180dfd0aa66ec0d5b01820d849337f19ceb3ff2cc0bfe34bd812f865e5b45c;3;1633624275680;;70;70;0;TJPE;G1;560984.0;2021/TJPE/10/G1/TJPE46543202110071633624275675;False;2021-10-07 13:31:15.680;Processado com sucesso
3;666134291;TJPE42704202110071633624273438;20582fac92499a1bb26ffa903f89309d85d29b0b23ea978d1bc5b9e55ffdca47;3;1633624273444;;89;89;0;TJPE;G1;797493.0;2021/TJPE/10/G1/TJPE42704202110071633624273438;False;2021-10-07 13:31:13.444;Processado com sucesso
4;666134222;TJPE66549202110071633624270820;5fb1908a058d7507a689270a018f81b0b379959f1ac153c2f1220b3ced6f041f;7;1633624270825;;0;0;0;TJPE;G1;;2021/TJPE/10/G1/TJPE66549202110071633624270820;False;2021-10-07 13:31:10.825;Erro no arquivo
5;666134169;TJPE69273202110071633624267989;97a6577eccb9001019acc13f097b6f9a02ada576abfe9724ad8c70ed5a561de9;7;1633624267994;;0;0;0;TJPE;G1;;2021/TJPE/10/G1/TJPE69273202110071633624267989;False;2021-10-07 13:31:07.994;Erro no arquivo
6;666134116;TJPE14984202110071633624265862;7eb6fb94bba5c8e2b3da354b2019dca7699110738a691b03ace53c6559696fa1;7;1633624265867;;0;0;0;TJPE;G1;;2021/TJPE/10/G1/TJPE14984202110071633624265862;False;2021-10-07 13:31:05.867;Erro no arquivo
7;666134068;TJPE50345202110071633624263804;4fa4e404c3b721e9a733fcc01ef15e5ef41ae6831290fb7a23bbfef610a31bcd;3;1633624263809;;65;64;0;TJPE;G1;741093.0;2021/TJPE/10/G1/TJPE50345202110071633624263804;False;2021-10-07 13:31:03.809;Processado com sucesso
8;666134030;TJPE78526202110071633624261993;bd2a8e2c2a6040aa66c975a16595fab5e61464fe1414d5fff25973ee3a65006f;3;1633624261996;;31;31;0;TJPE;G1;347357.0;2021/TJPE/10/G1/TJPE78526202110071633624261993;False;2021-10-07 13:31:01.996;Processado com sucesso
9;666134018;TJPE48273202110071633624260607;10ef8f6a409e5fbe3128c3413c2a49ddebd3f80e98305ebcc67fb59085ebed88;3;1633624260610;;22;22;0;TJPE;G1;260014.0;2021/TJPE/10/G1/TJPE48273202110071633624260607;False;2021-10-07 13:31:00.610;Processado com sucesso
