;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;1071568448;TJPE67516202210171665998329222;ce6aa59b412018f0dcdec9706845948cd888b4b79b9411b5ac5387468fa85c44;3;1665998329231;;100;100;0;TJPE;JE;1208468.0;2022/TJPE/10/JE/TJPE67516202210171665998329222;False;2022-10-17 06:18:49.231;Processado com sucesso
1;1071568447;TJPE97755202210171665998326721;11a6040c7861960ab47cc454a7b6dacadcb71a76d7afc06b43b8ff40fa7d7501;3;1665998326737;;98;98;0;TJPE;G1;1743804.0;2022/TJPE/10/G1/TJPE97755202210171665998326721;False;2022-10-17 06:18:46.737;Processado com sucesso
2;1071568446;TJPE46634202210171665998323735;d8c6d609fe8454b7485f62d8a6434a048fdffa63b8599045c29a54e7a390750b;3;1665998323750;;99;99;0;TJPE;G1;1582760.0;2022/TJPE/10/G1/TJPE46634202210171665998323735;False;2022-10-17 06:18:43.750;Processado com sucesso
3;1071568445;TJPE17991202210171665998320890;8159f1dc74473d54f4fd1806d2efb46133ba579ee333dfaab3da8edf2d9481cb;3;1665998320904;;100;100;0;TJPE;G1;1386431.0;2022/TJPE/10/G1/TJPE17991202210171665998320890;False;2022-10-17 06:18:40.904;Processado com sucesso
4;1071568444;TJPE89644202210171665998318262;3879cc43acae2bb7291b95805d475c2b3355a79a424a33ed01f265f26dc95803;3;1665998318271;;99;99;0;TJPE;JE;990131.0;2022/TJPE/10/JE/TJPE89644202210171665998318262;False;2022-10-17 06:18:38.271;Processado com sucesso
5;1071568443;TJPE63770202210171665998316088;cff19ad31b8faf83c5e6f07133b4e89bfde855e42e58881947a345231bb247c9;3;1665998316104;;100;100;0;TJPE;G1;1771540.0;2022/TJPE/10/G1/TJPE63770202210171665998316088;False;2022-10-17 06:18:36.104;Processado com sucesso
6;1071568442;TJPE40387202210171665998312994;1a251f0bd7d67a7d72bd22d5b4914a33776e72dda1e745182460f686b3401af1;3;1665998313022;;96;96;0;TJPE;G1;1229039.0;2022/TJPE/10/G1/TJPE40387202210171665998312994;False;2022-10-17 06:18:33.022;Processado com sucesso
7;1071568441;TJPE68704202210171665998310505;9111184ef6c45efdcbbe76c346765b148a200216468e61f8c3116c357eb94faf;3;1665998310532;;99;99;0;TJPE;G1;1290794.0;2022/TJPE/10/G1/TJPE68704202210171665998310505;False;2022-10-17 06:18:30.532;Processado com sucesso
8;1071568440;TJPE46612202210171665998307906;8bca2d5c7a0b2e56a75c5986132de2ddaafff4026a073520f002e29b1bce8916;3;1665998307917;;96;96;0;TJPE;G1;1188716.0;2022/TJPE/10/G1/TJPE46612202210171665998307906;False;2022-10-17 06:18:27.917;Processado com sucesso
9;1071568439;TJPE19008202210171665998305459;358b859598a3fe025388d04ed07c514dfda015d6744d24fcc3c779e00e41a0e6;3;1665998305476;;100;100;0;TJPE;TR;677447.0;2022/TJPE/10/TR/TJPE19008202210171665998305459;False;2022-10-17 06:18:25.476;Processado com sucesso
10;1071568438;TJPE48509202210171665998303551;1cc51a210dcc3f7d77ffdc8e2bdd8613e933c7257913ba9f5e3a9d5513b9d6a5;3;1665998303559;;100;100;0;TJPE;JE;1002004.0;2022/TJPE/10/JE/TJPE48509202210171665998303551;False;2022-10-17 06:18:23.559;Processado com sucesso
11;1071568437;TJPE60771202210171665998301328;dff97d5834750ee1ea4772f834d7844e7a57b1b1b8fdbae068592b22292817bd;3;1665998301348;;100;100;0;TJPE;G2;2205411.0;2022/TJPE/10/G2/TJPE60771202210171665998301328;False;2022-10-17 06:18:21.348;Processado com sucesso
12;1071568436;TJPE65704202210171665998296842;cce0c65f6810a7e6f24328f92f14f3d425834c1896ac95017853dcb3bd0982af;3;1665998296857;;100;100;0;TJPE;G1;1630190.0;2022/TJPE/10/G1/TJPE65704202210171665998296842;False;2022-10-17 06:18:16.857;Processado com sucesso
13;1071568435;TJPE16407202210171665998293583;300b29c16768d062cb96731343303b2e3d94b27cd0fea038269613e54adc8a30;3;1665998293625;;100;100;0;TJPE;G1;2174532.0;2022/TJPE/10/G1/TJPE16407202210171665998293583;False;2022-10-17 06:18:13.625;Processado com sucesso
14;1071568434;TJPE14570202210171665998288413;32e530d5a8c405696666b44ecfcb34866658aea0e2a008007e3937f04ddc7405;3;1665998288421;;100;100;0;TJPE;G1;435231.0;2022/TJPE/10/G1/TJPE14570202210171665998288413;False;2022-10-17 06:18:08.421;Processado com sucesso
15;1071568433;TJPE38404202210171665998286514;04eb2efad07971319ffded0bf1768b417d27f4c1516d309a837e9dbd392c9795;3;1665998286547;;100;100;0;TJPE;G2;1733952.0;2022/TJPE/10/G2/TJPE38404202210171665998286514;False;2022-10-17 06:18:06.547;Processado com sucesso
16;1071568432;TJPE22109202210171665998282245;3fe4d36560e31337e99e4e4f729415100a8d0b77496ad46e21332e5252915fec;3;1665998282278;;99;99;0;TJPE;G1;1429325.0;2022/TJPE/10/G1/TJPE22109202210171665998282245;False;2022-10-17 06:18:02.278;Processado com sucesso
17;1071568431;TJPE56998202210171665998279504;12b0ad070f85e3e0e9690218cde8e41dd1948493760835c7d0330b20ee73d35d;3;1665998279518;;100;100;0;TJPE;G1;1378392.0;2022/TJPE/10/G1/TJPE56998202210171665998279504;False;2022-10-17 06:17:59.518;Processado com sucesso
18;1071568430;TJPE81676202210171665998276547;2721b1fe4c7576059c3aad03558cc3ee19f059ec8330c5d32bc874a19d42d733;3;1665998276575;;100;100;0;TJPE;JE;1561838.0;2022/TJPE/10/JE/TJPE81676202210171665998276547;False;2022-10-17 06:17:56.575;Processado com sucesso
19;1071568429;TJPE97141202210171665998273368;f722467cef9d71daf6e5e76323271188eb3d72809a1ef00c0c888841361bf414;3;1665998273377;;98;98;0;TJPE;JE;1105808.0;2022/TJPE/10/JE/TJPE97141202210171665998273368;False;2022-10-17 06:17:53.377;Processado com sucesso
20;1071568428;TJPE73361202210171665998270972;686dc4aa24886838881eb71e04739aa6a86d4b04241d02eb9b6e5dcf2037bb8d;3;1665998270985;;100;100;0;TJPE;G1;1479795.0;2022/TJPE/10/G1/TJPE73361202210171665998270972;False;2022-10-17 06:17:50.985;Processado com sucesso
21;1071568427;TJPE68995202210171665998268262;4c3de3e9ca91556ab684c41eafd42aaab11473256ae0575345fcc8078909982f;3;1665998268267;;100;100;0;TJPE;TR;604865.0;2022/TJPE/10/TR/TJPE68995202210171665998268262;False;2022-10-17 06:17:48.267;Processado com sucesso
22;1071568426;TJPE62431202210171665998266497;5cb2fc5d236913c26bff77aac1bea66ba1d58349eeabd6409128a569916f4d89;3;1665998266508;;98;98;0;TJPE;JE;1145796.0;2022/TJPE/10/JE/TJPE62431202210171665998266497;False;2022-10-17 06:17:46.508;Processado com sucesso
