;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;1424646017;TJPE31405202308301693428166371;ef3eb109498cb127dee2b1068f0933919c637be593293698a8cfe67c1a63af68;3;1693428166400;;100;100;0;TJPE;JE;3221046;2023/TJPE/08/JE/TJPE31405202308301693428166371;False;2023-08-30 17:42:46.400;Processado com sucesso
1;1424645848;TJPE45812202308301693428162395;6b0d0244f2e6e8632853fc3ea7bde4c20895f01a30e7810729fee59c5395174c;3;1693428162461;;100;100;0;TJPE;G1;6614336;2023/TJPE/08/G1/TJPE45812202308301693428162395;False;2023-08-30 17:42:42.461;Processado com sucesso
2;1424645507;TJPE26067202308301693428153889;ab8d663a08743ef5804245d2298578d9ef5b22bbabfe82fbf5726d4bf8b7b887;3;1693428153924;;100;100;0;TJPE;G1;3569143;2023/TJPE/08/G1/TJPE26067202308301693428153889;False;2023-08-30 17:42:33.924;Processado com sucesso
3;1424645000;TJPE34998202308301693428142334;644ffb2377fdcdd377e9e77608590eafd98b52972e70c2729c5176711cc5d9e2;3;1693428142368;;100;100;0;TJPE;G1;3442955;2023/TJPE/08/G1/TJPE34998202308301693428142334;False;2023-08-30 17:42:22.368;Processado com sucesso
4;1424644821;TJPE18101202308301693428138279;6873dbefc51b71373a50d08055e0cf4e464ea51d27305414b0aee230c8c11893;3;1693428138317;;100;100;0;TJPE;G1;3530339;2023/TJPE/08/G1/TJPE18101202308301693428138279;False;2023-08-30 17:42:18.317;Processado com sucesso
5;1424644602;TJPE37551202308301693428133786;0f199f32cc4650e4666f3abe4717633e20e783d4e081077eb2bae71e7b0d69d6;3;1693428133823;;100;100;0;TJPE;G1;3722119;2023/TJPE/08/G1/TJPE37551202308301693428133786;False;2023-08-30 17:42:13.823;Processado com sucesso
6;1424644376;TJPE57373202308301693428128248;f9e8b77abe2b527a7ded3db425912f329c9cb2a9e098e176325a0bd1da6c9ba4;3;1693428128309;;100;100;0;TJPE;G1;6267535;2023/TJPE/08/G1/TJPE57373202308301693428128248;False;2023-08-30 17:42:08.309;Processado com sucesso
7;1424644019;TJPE85791202308301693428120362;26e9bd57f15677d8c550170d42d75dc20f9c53c45349886dcc6c9f1fef71b60a;3;1693428120414;;100;100;0;TJPE;G1;5183432;2023/TJPE/08/G1/TJPE85791202308301693428120362;False;2023-08-30 17:42:00.414;Processado com sucesso
8;1424643774;TJPE39715202308301693428114708;4cd268787f31b27f6e659a4d2f2c74826c9f30e34ae4e80312b723f08ca97d0b;3;1693428114747;;100;100;0;TJPE;G1;3363224;2023/TJPE/08/G1/TJPE39715202308301693428114708;False;2023-08-30 17:41:54.747;Processado com sucesso
9;1424643615;TJPE87929202308301693428110683;2448fcdc575ef570a314b46e45405de04a7f8e3258f4223d65f731ce59ad599c;3;1693428110722;;100;100;0;TJPE;G1;3966128;2023/TJPE/08/G1/TJPE87929202308301693428110683;False;2023-08-30 17:41:50.722;Processado com sucesso
10;1424643404;TJPE15250202308301693428105254;6f071a8c4ea869e2fb6f64d2b14a7f9fd074d85aa79a46e2dbab71ad9f01f884;3;1693428105289;;100;100;0;TJPE;G1;3868107;2023/TJPE/08/G1/TJPE15250202308301693428105254;False;2023-08-30 17:41:45.289;Processado com sucesso
