;seqProtocolo;numProtocolo;codHash;tipStatusProtocolo;datDataEnvioProtocolo;codIpEnvio;qtdProcessosLote;qtdProcessosSucesso;qtdProcessosErro;siglaOrgao;grau;tamanhoArquivo;urlArquivo;flgExcluido;data;descStatusProtocolo
0;1279593903;TJPE13687202306151686857435224;9651dd94df1386a00e9184382d0e8ee130f520fd7c91a96e754d19a95c6c6fc4;7;1686857435247;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE13687202306151686857435224;False;2023-06-15 16:30:35.247;Erro no arquivo
1;1279593887;TJPE18109202306151686857427286;709ed897f07971caf44025a1edf0d3342756a2248b41b505cef33e3fc5d493c2;7;1686857427311;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE18109202306151686857427286;False;2023-06-15 16:30:27.311;Erro no arquivo
2;1279593875;TJPE23970202306151686857421144;435537f99caf41e70712f5ba6e6c091eacae07677c4a7abbd69ead8428226d4d;7;1686857421175;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE23970202306151686857421144;False;2023-06-15 16:30:21.175;Erro no arquivo
3;1279593863;TJPE31961202306151686857416246;37da5156dfc1f15766a1f63345fa19186a013bdfcccc59881370d739166e0b6c;7;1686857416272;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE31961202306151686857416246;False;2023-06-15 16:30:16.272;Erro no arquivo
4;1279593852;TJPE65766202306151686857411758;2843f4d6e2005be48056864e00428ddb0c8e6674b28a93d31e82435cfe8758ee;7;1686857411787;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE65766202306151686857411758;False;2023-06-15 16:30:11.787;Erro no arquivo
5;1279593841;TJPE73888202306151686857406469;16a6e151b6e0ce5a4969a5ffe93ff08689023201b7a2791f590b36fd20127cd7;7;1686857406485;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE73888202306151686857406469;False;2023-06-15 16:30:06.485;Erro no arquivo
6;1279593831;TJPE70342202306151686857401607;9527a95157999bc4110905e6871b56101d2dc8b29002deabea2d961391ebda0a;7;1686857401621;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE70342202306151686857401607;False;2023-06-15 16:30:01.621;Erro no arquivo
7;1279593820;TJPE95731202306151686857397333;18b4f101a9527918667c0398327e1f48aac32c6de7f9c8bf53b710356249b78d;7;1686857397349;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE95731202306151686857397333;False;2023-06-15 16:29:57.349;Erro no arquivo
8;1279593810;TJPE54347202306151686857392921;9840f36aa2874a0452a3666b868a6958a59c64b5848e3072e221c54eb312f8cf;7;1686857392945;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE54347202306151686857392921;False;2023-06-15 16:29:52.945;Erro no arquivo
9;1279593794;TJPE21457202306151686857386305;44e2c7a7d3d58286e9025ee7814be0979d725d9ef8480392f511639ee35f9388;7;1686857386328;;0;0;0;TJPE;G2;;2023/TJPE/06/G2/TJPE21457202306151686857386305;False;2023-06-15 16:29:46.328;Erro no arquivo
